length	num_GC	number_of_fragments
459	0	3504
459	1	4781
459	2	7003
459	3	8952
459	4	8940
459	5	9137
459	6	10545
459	7	11084
459	8	11980
459	9	14563
459	10	16139
459	11	16300
459	12	16708
459	13	20066
459	14	19142
459	15	20729
459	16	20289
459	17	21330
459	18	22855
459	19	22860
459	20	22481
459	21	22547
459	22	23035
459	23	21940
459	24	23703
459	25	22496
459	26	22830
459	27	22990
459	28	23660
459	29	23337
459	30	23282
459	31	23047
459	32	22654
459	33	24724
459	34	25122
459	35	24761
459	36	25198
459	37	25415
459	38	25011
459	39	26399
459	40	26847
459	41	27522
459	42	26558
459	43	26584
459	44	26723
459	45	28154
459	46	28011
459	47	29330
459	48	29971
459	49	30937
459	50	30375
459	51	29780
459	52	29863
459	53	30922
459	54	31319
459	55	31663
459	56	32712
459	57	33337
459	58	33767
459	59	35650
459	60	37150
459	61	36811
459	62	37201
459	63	38703
459	64	39636
459	65	41390
459	66	42037
459	67	41981
459	68	43290
459	69	46190
459	70	46957
459	71	48505
459	72	50600
459	73	53094
459	74	55152
459	75	56663
459	76	58199
459	77	60185
459	78	63306
459	79	66474
459	80	68978
459	81	71408
459	82	76076
459	83	80721
459	84	84458
459	85	90716
459	86	96036
459	87	104277
459	88	113382
459	89	125638
459	90	138858
459	91	152827
459	92	172690
459	93	196021
459	94	224901
459	95	259772
459	96	293576
459	97	337162
459	98	395786
459	99	463059
459	100	541652
459	101	632558
459	102	738708
459	103	862881
459	104	999927
459	105	1170478
459	106	1364098
459	107	1579978
459	108	1825977
459	109	2098323
459	110	2415719
459	111	2763791
459	112	3155275
459	113	3580882
459	114	4056471
459	115	4562252
459	116	5131633
459	117	5762763
459	118	6434239
459	119	7161787
459	120	7932486
459	121	8765929
459	122	9627549
459	123	10507445
459	124	11473923
459	125	12481943
459	126	13534029
459	127	14589056
459	128	15683126
459	129	16821073
459	130	17997516
459	131	19204359
459	132	20410409
459	133	21637161
459	134	22883419
459	135	24097951
459	136	25329273
459	137	26552740
459	138	27810138
459	139	29023402
459	140	30265458
459	141	31494877
459	142	32692822
459	143	33848815
459	144	34998760
459	145	36121203
459	146	37258460
459	147	38344298
459	148	39394404
459	149	40447212
459	150	41496160
459	151	42458002
459	152	43424089
459	153	44309456
459	154	45200718
459	155	46064092
459	156	46905187
459	157	47680302
459	158	48357266
459	159	49013022
459	160	49680975
459	161	50301700
459	162	50866954
459	163	51349391
459	164	51769378
459	165	52172822
459	166	52556909
459	167	52912530
459	168	53178016
459	169	53416065
459	170	53590577
459	171	53687136
459	172	53762517
459	173	53821556
459	174	53807059
459	175	53737275
459	176	53662626
459	177	53531539
459	178	53391254
459	179	53200653
459	180	52932436
459	181	52577559
459	182	52206828
459	183	51827811
459	184	51353039
459	185	50920206
459	186	50487041
459	187	50119672
459	188	49745755
459	189	49435788
459	190	49197190
459	191	48991215
459	192	48768621
459	193	48523649
459	194	48261593
459	195	48027006
459	196	47782541
459	197	47467482
459	198	47096469
459	199	46724808
459	200	46282839
459	201	45835449
459	202	45358124
459	203	44838401
459	204	44336782
459	205	43812764
459	206	43256389
459	207	42643338
459	208	41964481
459	209	41291340
459	210	40573528
459	211	39817500
459	212	39023370
459	213	38243851
459	214	37407550
459	215	36572432
459	216	35727567
459	217	34940492
459	218	34083579
459	219	33239661
459	220	32381416
459	221	31536068
459	222	30719094
459	223	29896112
459	224	29110638
459	225	28323921
459	226	27499826
459	227	26694660
459	228	25921171
459	229	25150284
459	230	24386167
459	231	23621432
459	232	22845574
459	233	22060680
459	234	21298526
459	235	20543609
459	236	19784675
459	237	19067675
459	238	18359733
459	239	17653535
459	240	16969771
459	241	16291122
459	242	15606427
459	243	14964971
459	244	14358556
459	245	13798892
459	246	13252105
459	247	12713795
459	248	12187270
459	249	11688532
459	250	11245210
459	251	10792222
459	252	10367722
459	253	9975432
459	254	9594879
459	255	9219203
459	256	8862816
459	257	8521464
459	258	8200890
459	259	7892201
459	260	7589935
459	261	7308699
459	262	7044460
459	263	6783179
459	264	6543808
459	265	6325808
459	266	6098819
459	267	5893471
459	268	5699807
459	269	5514662
459	270	5344344
459	271	5172665
459	272	5005793
459	273	4857503
459	274	4702490
459	275	4550803
459	276	4399153
459	277	4245403
459	278	4117046
459	279	3985930
459	280	3850478
459	281	3715471
459	282	3600598
459	283	3494173
459	284	3377717
459	285	3258155
459	286	3151176
459	287	3038051
459	288	2932717
459	289	2829885
459	290	2717789
459	291	2622744
459	292	2527092
459	293	2436089
459	294	2338936
459	295	2235550
459	296	2144768
459	297	2043694
459	298	1949488
459	299	1859417
459	300	1782693
459	301	1706126
459	302	1628701
459	303	1549981
459	304	1472781
459	305	1396633
459	306	1331045
459	307	1264194
459	308	1201039
459	309	1153064
459	310	1092912
459	311	1035894
459	312	980991
459	313	933463
459	314	884224
459	315	846241
459	316	808449
459	317	778496
459	318	752630
459	319	725965
459	320	698911
459	321	671451
459	322	646795
459	323	626449
459	324	601540
459	325	577789
459	326	556538
459	327	534323
459	328	516790
459	329	498012
459	330	484102
459	331	470389
459	332	453106
459	333	438329
459	334	425901
459	335	407591
459	336	389861
459	337	374130
459	338	361647
459	339	350280
459	340	341324
459	341	333082
459	342	322655
459	343	308526
459	344	297953
459	345	289402
459	346	279273
459	347	268359
459	348	263124
459	349	255151
459	350	245017
459	351	235728
459	352	228604
459	353	218210
459	354	205891
459	355	196288
459	356	188733
459	357	180981
459	358	173458
459	359	167538
459	360	161230
459	361	153593
459	362	146206
459	363	142735
459	364	137834
459	365	134195
459	366	127640
459	367	118702
459	368	114014
459	369	107821
459	370	100780
459	371	91759
459	372	84500
459	373	74958
459	374	67227
459	375	59966
459	376	53047
459	377	47213
459	378	41425
459	379	37206
459	380	34552
459	381	32917
459	382	29696
459	383	27320
459	384	23405
459	385	20403
459	386	17653
459	387	15737
459	388	14557
459	389	12516
459	390	10642
459	391	8953
459	392	7987
459	393	6792
459	394	5989
459	395	4751
459	396	4164
459	397	3409
459	398	2942
459	399	2466
459	400	1670
459	401	1415
459	402	959
459	403	1024
459	404	1125
459	405	804
459	406	690
459	407	511
459	408	487
459	409	495
459	410	429
459	411	395
459	412	339
459	413	290
459	414	147
459	415	88
459	416	19
459	417	19
459	418	27
459	419	28
459	420	48
459	421	74
459	422	133
459	423	247
459	424	153
459	425	202
459	426	180
459	427	62
459	428	46
459	429	72
459	430	170
459	431	53
459	432	27
459	433	14
459	434	1
459	435	0
459	436	0
459	437	0
459	438	0
459	439	0
459	440	0
459	441	0
459	442	0
459	443	0
459	444	0
459	445	0
459	446	0
459	447	0
459	448	0
459	449	0
459	450	0
459	451	0
459	452	0
459	453	0
459	454	0
459	455	0
459	456	0
459	457	0
459	458	0
459	459	0
