length	num_GC	number_of_fragments
128	0	140572
128	1	112109
128	2	126062
128	3	134545
128	4	153958
128	5	164750
128	6	172188
128	7	180111
128	8	186417
128	9	194551
128	10	206558
128	11	219774
128	12	248729
128	13	272162
128	14	310350
128	15	365134
128	16	435268
128	17	532618
128	18	689906
128	19	920901
128	20	1272239
128	21	1783425
128	22	2536852
128	23	3634505
128	24	5190448
128	25	7334019
128	26	10187497
128	27	13907512
128	28	18590533
128	29	24332572
128	30	31178486
128	31	39088378
128	32	47938341
128	33	57534228
128	34	67683293
128	35	78166695
128	36	88623587
128	37	98888873
128	38	108699336
128	39	117865451
128	40	126326721
128	41	133941704
128	42	140514383
128	43	145955460
128	44	150066923
128	45	152870501
128	46	154357068
128	47	154571531
128	48	153535431
128	49	151320843
128	50	148155922
128	51	144187239
128	52	139746189
128	53	135016344
128	54	130374868
128	55	125783236
128	56	121267050
128	57	116975792
128	58	113179638
128	59	109905291
128	60	107283571
128	61	105487402
128	62	104097353
128	63	102724630
128	64	100727350
128	65	97235770
128	66	91976969
128	67	85350930
128	68	77747585
128	69	70042111
128	70	62709115
128	71	56038518
128	72	49925237
128	73	44268374
128	74	39035474
128	75	34212023
128	76	29789693
128	77	25857718
128	78	22441708
128	79	19560408
128	80	17059259
128	81	14877242
128	82	12924378
128	83	11156442
128	84	9569765
128	85	8163345
128	86	6932842
128	87	5864331
128	88	4938305
128	89	4166472
128	90	3527525
128	91	2990296
128	92	2549461
128	93	2191643
128	94	1899468
128	95	1654172
128	96	1461810
128	97	1307006
128	98	1187308
128	99	1089037
128	100	995385
128	101	892343
128	102	786656
128	103	675128
128	104	574954
128	105	488124
128	106	403274
128	107	322008
128	108	250333
128	109	187950
128	110	137355
128	111	100764
128	112	71580
128	113	50727
128	114	35386
128	115	24065
128	116	15788
128	117	11087
128	118	6736
128	119	4449
128	120	2797
128	121	1578
128	122	842
128	123	499
128	124	346
128	125	137
128	126	71
128	127	57
128	128	38
