length	num_GC	number_of_fragments
32	0	2416212
32	1	3391972
32	2	7037018
32	3	15416038
32	4	33152132
32	5	65356442
32	6	115867822
32	7	183849360
32	8	264120814
32	9	344080990
32	10	410546442
32	11	450190300
32	12	457034516
32	13	435762286
32	14	397416714
32	15	355273614
32	16	320535942
32	17	291940154
32	18	259240104
32	19	208184334
32	20	145137448
32	21	89108942
32	22	50138596
32	23	26915262
32	24	14190550
32	25	7557264
32	26	4218156
32	27	2379974
32	28	1273974
32	29	603310
32	30	239732
32	31	78744
32	32	20124
