length	num_GC	number_of_fragments
332	0	14581
332	1	14967
332	2	18060
332	3	22312
332	4	20411
332	5	26928
332	6	26609
332	7	29566
332	8	29683
332	9	32005
332	10	35978
332	11	38085
332	12	37834
332	13	38227
332	14	37113
332	15	37212
332	16	39997
332	17	42487
332	18	40598
332	19	42309
332	20	39206
332	21	39807
332	22	40983
332	23	42139
332	24	42316
332	25	42133
332	26	42418
332	27	44327
332	28	44238
332	29	44521
332	30	45745
332	31	45153
332	32	46392
332	33	47650
332	34	48244
332	35	49992
332	36	52559
332	37	53678
332	38	54474
332	39	54115
332	40	55864
332	41	58168
332	42	61167
332	43	63378
332	44	66118
332	45	67649
332	46	68749
332	47	70794
332	48	74583
332	49	79080
332	50	82578
332	51	86579
332	52	93730
332	53	99989
332	54	106548
332	55	116004
332	56	123834
332	57	134654
332	58	145912
332	59	161645
332	60	181356
332	61	203626
332	62	232631
332	63	268352
332	64	316255
332	65	372573
332	66	447574
332	67	539554
332	68	650805
332	69	789486
332	70	957671
332	71	1161100
332	72	1412649
332	73	1708283
332	74	2062856
332	75	2485024
332	76	2980868
332	77	3555032
332	78	4228500
332	79	4984376
332	80	5847317
332	81	6813302
332	82	7887678
332	83	9088939
332	84	10370668
332	85	11786963
332	86	13311745
332	87	14931576
332	88	16663643
332	89	18478650
332	90	20406974
332	91	22381898
332	92	24380256
332	93	26428536
332	94	28495036
332	95	30623012
332	96	32732870
332	97	34898659
332	98	37016649
332	99	39143236
332	100	41222051
332	101	43288100
332	102	45305249
332	103	47267021
332	104	49206583
332	105	51080141
332	106	52883518
332	107	54660753
332	108	56389072
332	109	57997590
332	110	59542442
332	111	61045259
332	112	62402933
332	113	63679966
332	114	64845250
332	115	65910394
332	116	66888225
332	117	67697574
332	118	68373930
332	119	68983213
332	120	69495384
332	121	69951669
332	122	70327056
332	123	70653961
332	124	70752311
332	125	70699484
332	126	70537464
332	127	70232936
332	128	69807639
332	129	69290869
332	130	68675550
332	131	67998510
332	132	67243663
332	133	66484184
332	134	65682216
332	135	64827009
332	136	63964228
332	137	63110698
332	138	62304735
332	139	61501981
332	140	60716580
332	141	59998451
332	142	59303832
332	143	58622027
332	144	57986252
332	145	57300977
332	146	56585461
332	147	55789267
332	148	55006157
332	149	54197687
332	150	53333954
332	151	52474783
332	152	51593043
332	153	50668340
332	154	49780567
332	155	48851800
332	156	47944734
332	157	47044656
332	158	46126368
332	159	45254119
332	160	44345485
332	161	43434138
332	162	42479928
332	163	41506127
332	164	40434228
332	165	39308971
332	166	38157954
332	167	36919287
332	168	35581612
332	169	34257381
332	170	32842860
332	171	31357611
332	172	29852121
332	173	28355885
332	174	26910488
332	175	25459735
332	176	24021713
332	177	22631093
332	178	21286500
332	179	20013390
332	180	18804749
332	181	17686868
332	182	16654653
332	183	15657534
332	184	14730014
332	185	13869581
332	186	13064512
332	187	12307686
332	188	11608682
332	189	10956566
332	190	10363040
332	191	9828847
332	192	9339278
332	193	8868611
332	194	8446234
332	195	8038476
332	196	7663894
332	197	7324285
332	198	7000326
332	199	6690409
332	200	6421032
332	201	6151630
332	202	5872715
332	203	5620026
332	204	5373186
332	205	5140688
332	206	4912555
332	207	4677088
332	208	4458473
332	209	4259086
332	210	4053886
332	211	3834857
332	212	3621831
332	213	3424154
332	214	3247435
332	215	3057972
332	216	2862534
332	217	2684669
332	218	2524442
332	219	2363235
332	220	2207671
332	221	2072537
332	222	1935297
332	223	1800656
332	224	1682562
332	225	1580455
332	226	1484165
332	227	1385848
332	228	1303842
332	229	1223717
332	230	1147917
332	231	1089668
332	232	1031721
332	233	970452
332	234	923154
332	235	881818
332	236	840767
332	237	803442
332	238	768935
332	239	731825
332	240	695362
332	241	664973
332	242	634820
332	243	606378
332	244	578975
332	245	551190
332	246	527242
332	247	503737
332	248	478554
332	249	454615
332	250	438125
332	251	418562
332	252	396784
332	253	379133
332	254	360818
332	255	343593
332	256	328995
332	257	310188
332	258	297265
332	259	281885
332	260	270993
332	261	261593
332	262	253675
332	263	241557
332	264	229305
332	265	214218
332	266	199303
332	267	184933
332	268	171405
332	269	154216
332	270	136346
332	271	120012
332	272	104156
332	273	92743
332	274	81841
332	275	69919
332	276	59665
332	277	51995
332	278	46021
332	279	40563
332	280	34677
332	281	29967
332	282	25958
332	283	21627
332	284	18100
332	285	15105
332	286	12763
332	287	10183
332	288	9142
332	289	7024
332	290	5970
332	291	4535
332	292	4066
332	293	2831
332	294	2140
332	295	1911
332	296	1703
332	297	1314
332	298	1195
332	299	856
332	300	552
332	301	465
332	302	487
332	303	411
332	304	306
332	305	251
332	306	281
332	307	125
332	308	116
332	309	270
332	310	257
332	311	219
332	312	95
332	313	53
332	314	37
332	315	31
332	316	25
332	317	8
332	318	14
332	319	7
332	320	17
332	321	9
332	322	0
332	323	0
332	324	0
332	325	0
332	326	0
332	327	0
332	328	0
332	329	0
332	330	0
332	331	0
332	332	0
