-990	-975	-960	-945	-930	-915	-900	-885	-870	-855	-840	-825	-810	-795	-780	-765	-750	-735	-720	-705	-690	-675	-660	-645	-630	-615	-600	-585	-570	-555	-540	-525	-510	-495	-480	-465	-450	-435	-420	-405	-390	-375	-360	-345	-330	-315	-300	-285	-270	-255	-240	-225	-210	-195	-180	-165	-150	-135	-120	-105	-90	-75	-60	-45	-30	-15	0	15	30	45	60	75	90	105	120	135	150	165	180	195	210	225	240	255	270	285	300	315	330	345	360	375	390	405	420	435	450	465	480	495	510	525	540	555	570	585	600	615	630	645	660	675	690	705	720	735	750	765	780	795	810	825	840	855	870	885	900	915	930	945	960	975	mean_reads_per_bp_in_normalization_window	mean_reads_per_bp_in_saved_window	mean_coverage	central_coverage	amplitude	outlier_cutoff	exclude_zero_mappability	correction	number_of_sites	site_name	smoothing	CNA_normalization	sample
0.84873	0.80349	0.72534	0.70844	0.75706	0.84838	1.00658	1.11057	1.16314	1.20732	1.20694	1.02109	0.86751	0.69266	0.65119	0.58336	0.70945	0.78763	0.89111	1.05005	1.12454	1.03412	1.01242	0.88105	0.72942	0.59535	0.57545	0.56140	0.59509	0.78528	0.98707	1.10233	1.20065	1.15154	1.04201	0.88491	0.66434	0.48905	0.36377	0.42634	0.55762	0.69952	0.92554	1.04681	1.08263	1.08550	0.98031	0.83075	0.65207	0.55337	0.47706	0.52738	0.68534	0.87961	0.96102	1.11322	1.07018	0.93965	0.80116	0.63664	0.50823	0.49302	0.45508	0.46291	0.45182	0.44505	0.38425	0.32645	0.32380	0.35597	0.39048	0.55751	0.65916	0.86366	1.04220	1.09663	1.09604	0.99910	0.83150	0.66732	0.49654	0.43250	0.40317	0.51140	0.61630	0.71709	0.80591	0.91004	0.88937	0.83618	0.71902	0.61665	0.50753	0.45137	0.53893	0.70560	0.93156	1.11418	1.20283	1.25237	1.18079	1.03729	0.79045	0.55481	0.49312	0.52857	0.66028	0.78983	1.02139	1.24493	1.38106	1.44045	1.38356	1.17734	1.00261	0.87789	0.71272	0.68687	0.74937	0.94317	1.17180	1.33926	1.46817	1.45371	1.33008	1.15928	0.87681	0.75639	0.62968	0.63862	0.59840	0.67591	0.00111	0.00091	0.81951	0.40189	13.59627	2.00000	True	uncorrected	1000	CTCF_demo	True	False	Healthy_demo
