-990	-975	-960	-945	-930	-915	-900	-885	-870	-855	-840	-825	-810	-795	-780	-765	-750	-735	-720	-705	-690	-675	-660	-645	-630	-615	-600	-585	-570	-555	-540	-525	-510	-495	-480	-465	-450	-435	-420	-405	-390	-375	-360	-345	-330	-315	-300	-285	-270	-255	-240	-225	-210	-195	-180	-165	-150	-135	-120	-105	-90	-75	-60	-45	-30	-15	0	15	30	45	60	75	90	105	120	135	150	165	180	195	210	225	240	255	270	285	300	315	330	345	360	375	390	405	420	435	450	465	480	495	510	525	540	555	570	585	600	615	630	645	660	675	690	705	720	735	750	765	780	795	810	825	840	855	870	885	900	915	930	945	960	975	mean_reads_per_bp_in_normalization_window	mean_reads_per_bp_in_saved_window	mean_coverage	central_coverage	amplitude	outlier_cutoff	exclude_zero_mappability	correction	number_of_sites	site_name	smoothing	CNA_normalization	sample
0.86225	0.82905	0.77030	0.73759	0.79142	0.88089	1.02718	1.15775	1.21240	1.25642	1.25675	1.07213	0.90605	0.71415	0.67890	0.59606	0.70795	0.78260	0.87227	1.03248	1.10541	1.00912	1.00086	0.88028	0.74515	0.61538	0.58478	0.57394	0.60941	0.80087	1.00849	1.12985	1.23955	1.18612	1.08016	0.89989	0.66724	0.50061	0.38125	0.44146	0.58013	0.72364	0.94053	1.05535	1.10126	1.11151	1.03513	0.90320	0.72581	0.62158	0.54330	0.57268	0.70169	0.87478	0.95211	1.10247	1.08281	0.97091	0.84187	0.69363	0.60123	0.61664	0.58888	0.57230	0.55416	0.54141	0.47911	0.40819	0.39349	0.40440	0.44617	0.62426	0.70861	0.88966	1.10237	1.16516	1.16887	1.08771	0.92981	0.75564	0.57689	0.50109	0.44209	0.53385	0.64402	0.72661	0.80938	0.91272	0.87940	0.82908	0.71120	0.60798	0.50624	0.46872	0.56484	0.73782	0.96386	1.13715	1.21593	1.26304	1.17791	1.02515	0.76856	0.54916	0.47784	0.53879	0.69225	0.84156	1.09361	1.32482	1.45792	1.49707	1.42054	1.21169	1.01112	0.89258	0.72579	0.68821	0.75502	0.95887	1.19467	1.36418	1.49628	1.48826	1.36082	1.18408	0.89952	0.75944	0.63596	0.65164	0.60692	0.68533	0.00062	0.00053	0.85034	0.49572	13.95810	2.00000	True	GC_corrected	1000	CTCF_demo	True	False	Healthy_demo
