length	num_GC	number_of_fragments
305	0	19862
305	1	18711
305	2	22404
305	3	27235
305	4	26092
305	5	32928
305	6	31996
305	7	34325
305	8	36697
305	9	40902
305	10	41915
305	11	43077
305	12	43943
305	13	43906
305	14	43702
305	15	46310
305	16	49870
305	17	47605
305	18	45246
305	19	46768
305	20	45646
305	21	48218
305	22	47609
305	23	48965
305	24	48913
305	25	50531
305	26	52156
305	27	52386
305	28	50831
305	29	53027
305	30	52634
305	31	55252
305	32	57139
305	33	58989
305	34	61449
305	35	65598
305	36	65683
305	37	65040
305	38	67921
305	39	71186
305	40	75685
305	41	76955
305	42	79822
305	43	83366
305	44	87876
305	45	92593
305	46	99516
305	47	106838
305	48	114376
305	49	123122
305	50	135516
305	51	143609
305	52	158241
305	53	177349
305	54	199121
305	55	225314
305	56	261971
305	57	305633
305	58	359267
305	59	430281
305	60	521781
305	61	639718
305	62	777544
305	63	954780
305	64	1181573
305	65	1448333
305	66	1764871
305	67	2159397
305	68	2646356
305	69	3211359
305	70	3872439
305	71	4656225
305	72	5537919
305	73	6552727
305	74	7701422
305	75	8993737
305	76	10416082
305	77	11970450
305	78	13659367
305	79	15484861
305	80	17467704
305	81	19536752
305	82	21708991
305	83	23974562
305	84	26312935
305	85	28672953
305	86	31098737
305	87	33554956
305	88	35979737
305	89	38454026
305	90	40905285
305	91	43363970
305	92	45742254
305	93	48063149
305	94	50328970
305	95	52571031
305	96	54787555
305	97	56884300
305	98	58890111
305	99	60848590
305	100	62712168
305	101	64471774
305	102	66154801
305	103	67645524
305	104	69027735
305	105	70266168
305	106	71416221
305	107	72435263
305	108	73283203
305	109	74037601
305	110	74648935
305	111	75176044
305	112	75585237
305	113	75890239
305	114	75987921
305	115	75835951
305	116	75524266
305	117	75058087
305	118	74474343
305	119	73720522
305	120	72959521
305	121	72114506
305	122	71284844
305	123	70419930
305	124	69515525
305	125	68644766
305	126	67712843
305	127	66772032
305	128	65837374
305	129	64902116
305	130	64027644
305	131	63173016
305	132	62368070
305	133	61559195
305	134	60749407
305	135	59872161
305	136	58961519
305	137	57989289
305	138	56964875
305	139	55918003
305	140	54830709
305	141	53748214
305	142	52560220
305	143	51399973
305	144	50259096
305	145	49093186
305	146	47964595
305	147	46875780
305	148	45792355
305	149	44720666
305	150	43658531
305	151	42614704
305	152	41553308
305	153	40457589
305	154	39270929
305	155	38000937
305	156	36716301
305	157	35310316
305	158	33826638
305	159	32291930
305	160	30653526
305	161	28986478
305	162	27301721
305	163	25637667
305	164	23996819
305	165	22428184
305	166	20943562
305	167	19546037
305	168	18220159
305	169	16976092
305	170	15852143
305	171	14799271
305	172	13849171
305	173	12996106
305	174	12177952
305	175	11462834
305	176	10798096
305	177	10175887
305	178	9605133
305	179	9106176
305	180	8635578
305	181	8179711
305	182	7773562
305	183	7414751
305	184	7059736
305	185	6714043
305	186	6394165
305	187	6079800
305	188	5795226
305	189	5527305
305	190	5262334
305	191	4989860
305	192	4725386
305	193	4472026
305	194	4218357
305	195	3983525
305	196	3741205
305	197	3512039
305	198	3297376
305	199	3085932
305	200	2875853
305	201	2680682
305	202	2492993
305	203	2320405
305	204	2156405
305	205	2003948
305	206	1860339
305	207	1731668
305	208	1616126
305	209	1505751
305	210	1403204
305	211	1316244
305	212	1235268
305	213	1149383
305	214	1086994
305	215	1034169
305	216	979233
305	217	933650
305	218	888619
305	219	839155
305	220	796571
305	221	754973
305	222	714781
305	223	681363
305	224	652346
305	225	622103
305	226	587230
305	227	558463
305	228	527726
305	229	501226
305	230	474407
305	231	450062
305	232	428030
305	233	407789
305	234	391257
305	235	369879
305	236	352291
305	237	335288
305	238	318141
305	239	304157
305	240	294580
305	241	284551
305	242	265757
305	243	253038
305	244	236448
305	245	217930
305	246	200074
305	247	180713
305	248	158092
305	249	139158
305	250	122609
305	251	106988
305	252	90152
305	253	76755
305	254	66138
305	255	57738
305	256	50147
305	257	44717
305	258	37733
305	259	32220
305	260	26909
305	261	22355
305	262	18258
305	263	15730
305	264	12575
305	265	10400
305	266	8509
305	267	6761
305	268	5242
305	269	3877
305	270	3182
305	271	2615
305	272	2460
305	273	1685
305	274	1284
305	275	933
305	276	814
305	277	641
305	278	653
305	279	550
305	280	259
305	281	260
305	282	408
305	283	216
305	284	271
305	285	313
305	286	219
305	287	64
305	288	49
305	289	48
305	290	46
305	291	29
305	292	39
305	293	8
305	294	14
305	295	10
305	296	0
305	297	0
305	298	0
305	299	0
305	300	0
305	301	0
305	302	0
305	303	0
305	304	0
305	305	0
