length	num_GC	number_of_fragments
488	0	2549
488	1	3711
488	2	5684
488	3	7144
488	4	6814
488	5	7623
488	6	9264
488	7	9290
488	8	9635
488	9	11211
488	10	14008
488	11	13682
488	12	13312
488	13	16467
488	14	16668
488	15	16902
488	16	17857
488	17	18109
488	18	20684
488	19	20430
488	20	20085
488	21	19716
488	22	20170
488	23	20423
488	24	20195
488	25	21054
488	26	20988
488	27	20344
488	28	20302
488	29	20486
488	30	21006
488	31	21055
488	32	19936
488	33	20428
488	34	21715
488	35	21225
488	36	22353
488	37	22366
488	38	21728
488	39	21658
488	40	22509
488	41	22433
488	42	24080
488	43	25242
488	44	24890
488	45	24412
488	46	23555
488	47	24697
488	48	25615
488	49	25402
488	50	26268
488	51	27767
488	52	27408
488	53	26491
488	54	27038
488	55	27915
488	56	28311
488	57	28519
488	58	28364
488	59	28990
488	60	29427
488	61	30470
488	62	31679
488	63	32588
488	64	32949
488	65	33002
488	66	33829
488	67	35051
488	68	36728
488	69	37316
488	70	37264
488	71	38311
488	72	38528
488	73	39843
488	74	40244
488	75	42314
488	76	44042
488	77	45043
488	78	46847
488	79	49094
488	80	50738
488	81	51834
488	82	54175
488	83	56713
488	84	60100
488	85	62418
488	86	63883
488	87	65833
488	88	69227
488	89	72665
488	90	77170
488	91	82379
488	92	86447
488	93	94133
488	94	101848
488	95	109641
488	96	119771
488	97	130120
488	98	144546
488	99	163272
488	100	185958
488	101	209121
488	102	237546
488	103	272034
488	104	317006
488	105	364093
488	106	420418
488	107	488120
488	108	572908
488	109	660481
488	110	763823
488	111	880856
488	112	1018437
488	113	1180277
488	114	1371681
488	115	1573260
488	116	1802639
488	117	2064405
488	118	2350960
488	119	2675947
488	120	3027489
488	121	3415470
488	122	3835861
488	123	4310003
488	124	4820775
488	125	5370018
488	126	5976894
488	127	6598927
488	128	7284457
488	129	8000759
488	130	8771531
488	131	9585736
488	132	10431526
488	133	11306133
488	134	12227799
488	135	13178621
488	136	14143261
488	137	15146902
488	138	16188988
488	139	17241269
488	140	18331588
488	141	19415388
488	142	20530122
488	143	21632058
488	144	22772424
488	145	23883475
488	146	24991737
488	147	26102501
488	148	27229700
