length	num_GC	number_of_fragments
495	0	2376
495	1	3512
495	2	5375
495	3	6799
495	4	6304
495	5	7215
495	6	8912
495	7	9066
495	8	9233
495	9	10671
495	10	13294
495	11	13319
495	12	12720
495	13	15425
495	14	16029
495	15	16416
495	16	16735
495	17	17387
495	18	19922
495	19	20288
495	20	19456
495	21	19412
495	22	19360
495	23	19969
495	24	20028
495	25	19923
495	26	20474
495	27	20624
495	28	19523
495	29	19868
495	30	19970
495	31	20269
495	32	19904
495	33	19684
495	34	20875
495	35	20946
495	36	21404
495	37	22291
495	38	21314
495	39	20486
495	40	21369
495	41	21502
495	42	22658
495	43	24182
495	44	24557
495	45	24411
495	46	23015
495	47	23565
495	48	24430
495	49	24561
495	50	24877
495	51	26292
495	52	26869
495	53	26642
495	54	25969
495	55	26519
495	56	27406
495	57	28078
495	58	28001
495	59	27740
495	60	28638
495	61	28986
495	62	29575
495	63	30728
495	64	31915
495	65	31658
495	66	32926
495	67	33220
495	68	34821
495	69	35782
495	70	36100
495	71	36394
495	72	36559
495	73	38054
495	74	38913
495	75	39690
495	76	41296
495	77	42418
495	78	43420
495	79	45381
495	80	47555
495	81	48722
495	82	50432
495	83	52012
495	84	54680
495	85	58411
495	86	59565
495	87	61705
495	88	64372
495	89	66082
495	90	68922
495	91	73772
495	92	77717
495	93	83278
495	94	87790
495	95	95869
495	96	103655
495	97	111309
495	98	121159
495	99	130867
495	100	149977
495	101	169144
495	102	187678
495	103	213886
495	104	244710
495	105	280282
495	106	322879
495	107	375345
495	108	430026
495	109	498022
495	110	583761
495	111	671553
495	112	773671
495	113	894285
495	114	1031762
495	115	1198371
495	116	1379132
495	117	1582249
495	118	1818319
495	119	2072304
495	120	2360875
495	121	2677699
495	122	3017730
495	123	3386673
495	124	3822793
495	125	4281079
495	126	4781406
495	127	5320670
495	128	5908272
495	129	6531380
495	130	7175924
495	131	7884815
495	132	8640034
495	133	9432373
495	134	10252891
495	135	11103085
495	136	12005259
495	137	12922002
495	138	13874231
495	139	14851531
495	140	15850985
495	141	16897075
495	142	17929222
495	143	19005756
495	144	20076836
495	145	21167504
495	146	22285136
495	147	23376789
495	148	24439995
495	149	25542300
495	150	26641867
495	151	27714828
495	152	28793262
495	153	29818243
495	154	30869706
495	155	31885861
495	156	32892196
495	157	33918932
495	158	34894783
495	159	35858490
495	160	36843067
495	161	37792482
495	162	38672657
495	163	39506080
495	164	40289440
495	165	41107898
495	166	41919628
495	167	42657395
495	168	43396422
495	169	44100997
495	170	44769208
495	171	45419058
495	172	46018314
495	173	46591655
495	174	47111717
495	175	47585451
495	176	48090729
495	177	48502146
495	178	48886610
495	179	49227311
495	180	49547169
495	181	49781798
495	182	50024996
495	183	50225650
495	184	50375033
495	185	50438053
495	186	50484339
495	187	50572108
495	188	50641082
495	189	50685286
495	190	50640018
495	191	50577066
495	192	50507070
495	193	50380544
495	194	50192526
495	195	49951711
495	196	49680669
495	197	49348168
495	198	48967242
495	199	48552724
495	200	48182563
495	201	47853108
495	202	47532861
495	203	47301269
495	204	47077006
495	205	46922941
495	206	46732711
495	207	46535768
495	208	46303919
495	209	46094440
495	210	45842227
495	211	45557197
495	212	45241335
495	213	44876511
495	214	44506434
495	215	44073738
495	216	43640153
495	217	43138569
495	218	42603666
495	219	42108351
495	220	41569276
495	221	40950622
495	222	40390260
495	223	39787674
495	224	39157167
495	225	38509236
495	226	37801843
495	227	37086189
495	228	36392784
495	229	35685272
495	230	34954304
495	231	34214530
495	232	33486838
495	233	32736153
495	234	32030899
495	235	31274593
495	236	30549777
495	237	29802521
495	238	29096247
495	239	28395063
495	240	27660386
495	241	26937930
495	242	26263873
495	243	25598755
495	244	24920532
495	245	24236941
495	246	23553023
495	247	22859650
495	248	22179705
495	249	21499159
495	250	20817733
495	251	20172493
495	252	19514745
495	253	18846569
495	254	18212711
495	255	17614915
495	256	16990071
495	257	16367880
495	258	15772685
495	259	15196539
495	260	14610709
495	261	14065960
495	262	13543017
495	263	13034476
495	264	12543922
495	265	12067142
495	266	11639440
495	267	11224896
495	268	10813506
495	269	10444029
495	270	10048579
495	271	9692306
495	272	9349914
495	273	9021461
495	274	8702201
495	275	8387952
495	276	8099216
495	277	7824178
495	278	7553973
495	279	7292246
495	280	7034350
495	281	6779900
495	282	6547274
495	283	6336316
495	284	6130999
495	285	5928806
495	286	5732188
495	287	5560398
495	288	5388085
495	289	5220744
495	290	5055630
495	291	4901490
495	292	4764133
495	293	4621683
495	294	4489855
495	295	4358247
495	296	4216436
495	297	4093579
495	298	3978691
495	299	3851060
495	300	3720554
495	301	3600929
495	302	3500778
495	303	3392475
495	304	3287286
495	305	3188627
495	306	3098066
495	307	3007716
495	308	2909238
495	309	2812071
495	310	2718345
495	311	2634406
495	312	2544446
495	313	2453645
495	314	2368721
495	315	2289130
495	316	2212444
495	317	2131200
495	318	2049034
495	319	1968313
495	320	1886948
495	321	1812821
495	322	1736729
495	323	1657827
495	324	1592943
495	325	1521698
495	326	1461592
495	327	1393777
495	328	1327558
495	329	1271512
495	330	1210498
495	331	1156147
495	332	1105145
495	333	1055050
495	334	1004037
495	335	958396
495	336	914214
495	337	870929
495	338	825439
495	339	791893
495	340	758814
495	341	730826
495	342	705610
495	343	678891
495	344	657567
495	345	634885
495	346	612598
495	347	592536
495	348	570500
495	349	545717
495	350	524581
495	351	509704
495	352	492125
495	353	480616
495	354	462850
495	355	448116
495	356	435007
495	357	422439
495	358	411960
495	359	399790
495	360	384189
495	361	367840
495	362	356382
495	363	343602
495	364	331328
495	365	318598
495	366	310390
495	367	302518
495	368	291879
495	369	285274
495	370	277838
495	371	267708
495	372	259034
495	373	251721
495	374	243143
495	375	237438
495	376	229383
495	377	220537
495	378	212268
495	379	207219
495	380	199224
495	381	193266
495	382	185323
495	383	174091
495	384	168386
495	385	161359
495	386	156513
495	387	147868
495	388	140311
495	389	135899
495	390	132008
495	391	127622
495	392	121282
495	393	118382
495	394	113237
495	395	108890
495	396	102630
495	397	97986
495	398	91303
495	399	85079
495	400	79395
495	401	73125
495	402	65926
495	403	58980
495	404	52847
495	405	47923
495	406	42025
495	407	37378
495	408	35419
495	409	31748
495	410	29159
495	411	26467
495	412	24186
495	413	21927
495	414	19891
