length	num_GC	number_of_fragments
442	0	4166
442	1	5536
442	2	8153
442	3	10191
442	4	9947
442	5	10307
442	6	11347
442	7	12848
442	8	13718
442	9	16262
442	10	18278
442	11	18007
442	12	18565
442	13	21643
442	14	21955
442	15	22635
442	16	22126
442	17	23142
442	18	24557
442	19	24941
442	20	22848
442	21	24468
442	22	24490
442	23	24176
442	24	24824
442	25	24933
442	26	24037
442	27	25418
442	28	25486
442	29	25473
442	30	24526
442	31	25180
442	32	26000
442	33	26019
442	34	27020
442	35	26950
442	36	27500
442	37	27253
442	38	27696
442	39	28860
442	40	28252
442	41	28179
442	42	28628
442	43	29262
442	44	30029
442	45	31329
442	46	31390
442	47	32092
442	48	31940
442	49	32624
442	50	32562
442	51	32672
442	52	32686
442	53	34316
442	54	34272
442	55	35315
442	56	36590
442	57	37824
442	58	39390
442	59	39514
442	60	40412
442	61	41988
442	62	43134
442	63	43209
442	64	45359
442	65	46524
442	66	48342
442	67	50591
442	68	52227
442	69	54194
442	70	56431
442	71	57653
442	72	59564
442	73	62194
442	74	65217
442	75	68492
442	76	70700
442	77	72848
442	78	77276
442	79	83287
442	80	87815
442	81	91497
442	82	99767
442	83	106725
442	84	118492
442	85	129472
442	86	142617
442	87	161983
442	88	182427
442	89	203453
442	90	235185
442	91	273017
442	92	312995
442	93	361683
442	94	422004
442	95	494033
442	96	586392
442	97	687570
442	98	800726
442	99	938563
442	100	1107344
442	101	1290535
442	102	1503873
442	103	1748568
442	104	2023379
442	105	2337528
442	106	2689436
442	107	3092143
442	108	3536454
442	109	4011021
442	110	4547046
442	111	5145215
442	112	5786751
442	113	6495290
442	114	7276445
442	115	8090660
442	116	8958330
442	117	9849452
442	118	10815916
442	119	11855512
442	120	12904032
442	121	14008291
442	122	15150636
442	123	16332927
442	124	17575402
442	125	18819458
442	126	20090746
442	127	21374591
442	128	22696521
442	129	23979028
442	130	25281276
442	131	26641043
442	132	27956484
442	133	29247315
442	134	30581115
442	135	31871689
442	136	33166432
442	137	34424047
442	138	35676889
442	139	36868569
442	140	38065167
442	141	39235360
442	142	40371721
442	143	41494453
442	144	42636993
442	145	43684792
442	146	44709921
442	147	45677525
442	148	46639337
442	149	47519694
442	150	48391216
442	151	49209618
442	152	50010189
442	153	50751343
442	154	51437801
442	155	52030209
442	156	52597885
442	157	53115088
