length	num_GC	number_of_fragments
48	0	64824
48	1	137779
48	2	266988
48	3	493215
48	4	953595
48	5	1878931
48	6	3691047
48	7	6937272
48	8	12216277
48	9	20023077
48	10	30388769
48	11	42909966
48	12	56628863
48	13	70204211
48	14	82293037
48	15	91785012
48	16	97956342
48	17	100498139
48	18	99691759
48	19	96011178
48	20	90143899
48	21	82884814
48	22	74953803
48	23	66918133
48	24	59144973
48	25	51952916
48	26	45309821
48	27	39200019
48	28	33494650
48	29	28047491
48	30	22864454
48	31	18033981
48	32	13660545
48	33	9899678
48	34	6858771
48	35	4583775
48	36	3030024
48	37	2037556
48	38	1414389
48	39	994243
48	40	683127
48	41	443076
48	42	263120
48	43	142526
48	44	70730
48	45	30122
48	46	11160
48	47	3582
48	48	896
