length	num_GC	number_of_fragments
402	0	1767
402	1	2137
402	2	2798
402	3	4652
402	4	4753
402	5	5260
402	6	4040
402	7	4589
402	8	4977
402	9	5261
402	10	6014
402	11	7407
402	12	7789
402	13	7639
402	14	7570
402	15	7275
402	16	7800
402	17	9298
402	18	10601
402	19	10508
402	20	10230
402	21	9875
402	22	10207
402	23	10031
402	24	10407
402	25	10684
402	26	10620
402	27	11201
402	28	11384
402	29	12149
402	30	12659
402	31	13018
402	32	13375
402	33	14461
402	34	14574
402	35	15048
402	36	15365
402	37	15810
402	38	17088
402	39	17072
402	40	18296
402	41	19286
402	42	19029
402	43	19749
402	44	20260
402	45	21801
402	46	22586
402	47	22870
402	48	22619
402	49	22875
402	50	23876
402	51	24811
402	52	25467
402	53	27269
402	54	27804
402	55	29001
402	56	30134
402	57	32180
402	58	32216
402	59	33965
402	60	35169
402	61	38111
402	62	40570
402	63	41262
402	64	42068
402	65	42996
402	66	46053
402	67	49392
402	68	53327
402	69	55785
402	70	61310
402	71	66526
402	72	71376
402	73	78306
402	74	83750
402	75	93501
402	76	104901
402	77	118819
402	78	134518
402	79	153888
402	80	174506
402	81	199984
402	82	235685
402	83	275460
402	84	322239
402	85	374765
402	86	442798
402	87	517120
402	88	606001
402	89	712953
402	90	836665
402	91	974913
402	92	1135977
402	93	1324013
402	94	1535032
402	95	1769596
402	96	2026222
402	97	2314658
402	98	2633433
402	99	2991733
402	100	3383937
402	101	3816766
402	102	4267028
402	103	4763719
402	104	5288495
402	105	5836881
402	106	6438410
402	107	7051971
402	108	7700287
402	109	8383313
402	110	9094766
402	111	9833172
402	112	10606180
402	113	11367411
402	114	12161932
402	115	12980088
402	116	13805735
402	117	14642041
402	118	15481806
402	119	16330126
402	120	17179416
402	121	18014666
402	122	18854214
402	123	19707751
402	124	20524283
402	125	21355295
402	126	22158787
402	127	22971065
402	128	23698587
402	129	24409808
402	130	25158474
402	131	25860899
402	132	26510424
402	133	27119888
402	134	27746154
402	135	28353220
402	136	28899695
402	137	29397335
402	138	29884485
402	139	30360499
402	140	30766808
402	141	31173802
402	142	31490881
402	143	31778252
402	144	32035503
402	145	32246773
402	146	32453891
402	147	32650149
402	148	32814728
402	149	32883044
402	150	32923124
402	151	32962371
402	152	32957334
402	153	32961088
402	154	32949614
402	155	32879545
402	156	32792754
402	157	32657893
402	158	32523365
402	159	32410522
402	160	32217643
402	161	32051749
402	162	31844390
402	163	31629063
402	164	31404936
402	165	31191926
402	166	30930352
402	167	30717917
402	168	30483818
402	169	30266557
402	170	30036000
402	171	29792089
402	172	29549610
402	173	29287175
402	174	29051282
402	175	28826464
402	176	28581673
402	177	28325907
402	178	28054290
402	179	27770541
402	180	27531187
402	181	27258510
402	182	26934957
402	183	26582605
402	184	26243762
402	185	25856862
402	186	25437535
402	187	24996490
402	188	24566205
402	189	24096857
402	190	23596776
402	191	23059024
402	192	22495335
402	193	21910634
402	194	21336443
402	195	20739825
402	196	20132116
402	197	19511597
402	198	18890423
402	199	18281901
402	200	17656734
402	201	17030512
402	202	16420384
402	203	15807215
402	204	15191816
402	205	14579323
402	206	13992245
402	207	13413830
402	208	12838634
402	209	12271752
402	210	11738832
402	211	11231720
402	212	10726919
402	213	10261986
402	214	9796547
402	215	9351414
402	216	8955021
402	217	8550051
402	218	8166864
402	219	7819177
402	220	7484900
402	221	7176135
402	222	6896309
402	223	6623722
402	224	6362630
402	225	6107456
402	226	5893945
402	227	5673066
402	228	5465229
402	229	5284754
402	230	5104868
402	231	4939435
402	232	4759543
402	233	4617610
402	234	4481220
402	235	4334363
402	236	4197637
402	237	4057987
402	238	3923445
402	239	3801375
402	240	3688219
402	241	3580597
402	242	3471298
402	243	3356058
402	244	3246290
402	245	3131936
402	246	3033442
402	247	2921426
402	248	2814894
402	249	2712693
402	250	2613316
402	251	2514226
402	252	2414003
402	253	2304475
402	254	2211123
402	255	2123121
402	256	2031354
402	257	1944161
402	258	1850999
402	259	1761784
402	260	1678104
402	261	1595843
402	262	1515065
402	263	1439506
402	264	1367355
402	265	1294968
402	266	1226017
402	267	1152306
402	268	1091246
402	269	1042030
402	270	983463
402	271	928693
402	272	882528
402	273	834073
402	274	782224
402	275	740328
402	276	700064
402	277	662830
402	278	631621
402	279	601874
402	280	575021
402	281	553763
402	282	527450
402	283	506399
402	284	482191
402	285	461642
402	286	445715
402	287	430492
402	288	411403
402	289	396197
402	290	387620
402	291	374038
402	292	363541
402	293	356826
402	294	349079
402	295	339765
402	296	327754
402	297	318468
402	298	308512
402	299	301511
402	300	295691
402	301	288429
402	302	276844
402	303	269398
402	304	262811
402	305	257253
402	306	247923
402	307	241494
402	308	231048
402	309	219276
402	310	211048
402	311	205168
402	312	198475
402	313	190356
402	314	181396
402	315	171250
402	316	163538
402	317	156399
402	318	148410
402	319	139700
402	320	132272
402	321	125201
402	322	117405
402	323	109572
402	324	101123
402	325	93062
402	326	86429
402	327	78198
402	328	70860
402	329	64673
402	330	57452
402	331	52445
402	332	47740
402	333	44377
402	334	40272
402	335	35072
402	336	31817
402	337	29017
402	338	25779
402	339	21456
402	340	19177
402	341	17207
402	342	13828
402	343	12146
402	344	10227
402	345	8801
402	346	7539
402	347	6332
402	348	5512
402	349	4463
402	350	3691
402	351	3239
402	352	2486
