length	num_GC	number_of_fragments
345	0	2655
345	1	2961
345	2	4572
345	3	5880
345	4	5481
345	5	6481
345	6	5529
345	7	5971
345	8	6387
345	9	7259
345	10	8434
345	11	10869
345	12	9116
345	13	9180
345	14	9511
345	15	10521
345	16	11867
345	17	13068
345	18	12390
345	19	11492
345	20	12069
345	21	11991
345	22	12030
345	23	12786
345	24	14111
345	25	14861
345	26	14976
345	27	16313
345	28	16464
345	29	17404
345	30	17439
345	31	18220
345	32	19249
345	33	20427
345	34	20665
345	35	20772
345	36	22748
345	37	24327
345	38	24777
345	39	25652
345	40	26221
345	41	26947
345	42	27343
345	43	28763
345	44	31431
345	45	32285
345	46	33582
345	47	34200
345	48	35458
345	49	37909
345	50	39182
345	51	41943
345	52	44304
345	53	46403
345	54	49513
345	55	52917
345	56	58790
345	57	62991
345	58	67754
345	59	74694
345	60	84317
345	61	91856
345	62	102400
345	63	116496
345	64	131396
345	65	149898
345	66	174705
345	67	204593
345	68	241485
345	69	286124
345	70	338450
345	71	401117
345	72	478519
345	73	573995
345	74	688556
345	75	821296
345	76	975851
345	77	1166391
345	78	1382031
345	79	1623624
345	80	1909321
345	81	2234729
345	82	2599590
345	83	3011654
345	84	3468768
345	85	3969862
345	86	4508583
345	87	5100731
345	88	5738269
345	89	6414638
345	90	7158395
345	91	7928727
345	92	8756548
345	93	9604839
345	94	10509174
345	95	11438936
345	96	12374004
345	97	13340862
345	98	14323323
345	99	15321719
345	100	16343495
345	101	17366202
345	102	18397117
345	103	19423817
345	104	20440079
345	105	21454492
345	106	22452293
345	107	23410491
345	108	24322965
345	109	25239529
345	110	26111746
345	111	26956611
345	112	27766017
345	113	28546686
345	114	29258724
345	115	29943119
345	116	30606148
345	117	31220364
345	118	31777311
345	119	32309250
345	120	32796471
345	121	33209563
345	122	33554736
345	123	33857647
345	124	34104387
345	125	34347342
345	126	34556487
345	127	34693045
345	128	34766309
345	129	34777004
345	130	34790971
345	131	34772856
345	132	34714237
345	133	34620191
345	134	34463357
345	135	34316495
345	136	34119462
345	137	33917221
345	138	33667007
345	139	33378888
345	140	33100173
345	141	32815489
345	142	32487898
345	143	32154772
345	144	31782724
345	145	31396216
345	146	31002735
345	147	30597686
345	148	30172144
345	149	29743925
345	150	29313651
345	151	28892874
345	152	28471790
345	153	28032921
345	154	27617032
345	155	27220742
345	156	26806692
345	157	26361461
345	158	25948076
345	159	25547189
345	160	25149019
345	161	24708275
345	162	24267122
345	163	23857512
345	164	23445563
345	165	23010111
345	166	22567551
345	167	22113694
345	168	21600521
345	169	21076392
345	170	20488504
345	171	19869457
345	172	19212381
345	173	18536510
345	174	17845191
345	175	17125613
345	176	16411311
345	177	15694384
345	178	14973526
345	179	14264732
345	180	13555691
345	181	12878748
345	182	12217770
345	183	11584510
345	184	10978098
345	185	10400612
345	186	9854608
345	187	9335323
345	188	8855873
345	189	8422026
345	190	8020823
345	191	7641955
345	192	7290254
345	193	6957602
345	194	6658796
345	195	6374935
345	196	6092425
345	197	5839481
345	198	5617137
345	199	5399450
345	200	5198975
345	201	5013190
345	202	4825093
345	203	4653164
345	204	4489678
345	205	4337636
345	206	4182844
345	207	4030069
345	208	3885261
345	209	3740367
345	210	3592642
345	211	3456442
345	212	3322606
345	213	3187257
345	214	3060033
345	215	2928715
345	216	2804609
345	217	2680124
345	218	2563232
345	219	2433318
345	220	2311114
345	221	2189042
345	222	2061720
345	223	1955792
345	224	1849425
345	225	1741632
345	226	1635769
345	227	1543216
345	228	1445800
345	229	1353654
345	230	1275220
345	231	1196639
345	232	1117075
345	233	1047369
345	234	983685
345	235	920374
345	236	865666
345	237	805205
345	238	755233
345	239	713157
345	240	672184
345	241	636606
345	242	600246
345	243	569204
345	244	540082
345	245	515754
345	246	493248
345	247	476368
345	248	458526
345	249	440513
345	250	424471
345	251	409069
345	252	395158
345	253	382134
345	254	371368
345	255	359667
345	256	346723
345	257	335783
345	258	328617
345	259	317083
345	260	307422
345	261	300851
345	262	287666
345	263	274941
345	264	263246
345	265	255294
345	266	246643
345	267	235013
345	268	221232
345	269	212815
345	270	204475
345	271	195654
345	272	186180
345	273	174894
345	274	162562
345	275	153082
345	276	141845
345	277	131909
345	278	122136
345	279	113071
345	280	101763
345	281	92507
345	282	83223
345	283	73659
345	284	68534
345	285	60389
345	286	55434
345	287	48602
345	288	41743
345	289	37159
345	290	34441
345	291	29086
345	292	24768
345	293	21855
345	294	17741
345	295	15066
345	296	13106
345	297	10302
345	298	8609
345	299	7128
345	300	6171
345	301	5172
345	302	4121
345	303	3408
345	304	2717
345	305	2326
345	306	1586
345	307	1244
345	308	995
345	309	930
345	310	829
345	311	642
345	312	494
345	313	462
345	314	357
345	315	252
345	316	151
345	317	117
345	318	103
345	319	102
345	320	93
345	321	73
345	322	77
345	323	71
345	324	64
345	325	60
345	326	49
345	327	64
345	328	46
345	329	24
345	330	23
345	331	66
345	332	43
345	333	23
345	334	10
345	335	10
345	336	2
345	337	0
345	338	0
345	339	0
345	340	0
345	341	0
345	342	0
345	343	0
345	344	0
345	345	0
