length	num_GC	number_of_fragments
225	0	45223
225	1	39355
225	2	44413
225	3	53965
225	4	51134
225	5	58171
225	6	62593
225	7	65154
225	8	68203
225	9	69883
225	10	74261
225	11	77136
225	12	76572
225	13	75045
225	14	75082
225	15	76494
225	16	78936
225	17	80119
225	18	79787
225	19	83748
225	20	83711
225	21	86782
225	22	90015
225	23	94271
225	24	98329
225	25	103297
225	26	108419
225	27	114287
225	28	119805
225	29	127737
225	30	136773
225	31	146991
225	32	162792
225	33	178299
225	34	199708
225	35	221015
225	36	253464
225	37	295887
225	38	347168
225	39	419967
225	40	517220
225	41	646049
225	42	821419
225	43	1045903
225	44	1336071
225	45	1715705
225	46	2206029
225	47	2835674
225	48	3622590
225	49	4588381
225	50	5770526
225	51	7193775
225	52	8876642
225	53	10830104
225	54	13048805
225	55	15583767
225	56	18402732
225	57	21500468
225	58	24848435
225	59	28461081
225	60	32247157
225	61	36174888
225	62	40237624
225	63	44389081
225	64	48565595
225	65	52709436
225	66	56773574
225	67	60733685
225	68	64609216
225	69	68357055
225	70	71927809
225	71	75335223
225	72	78593205
225	73	81598662
225	74	84342396
225	75	86896210
225	76	89122030
225	77	91137599
225	78	92870927
225	79	94286684
225	80	95416393
225	81	96268125
225	82	96805029
225	83	97046030
225	84	96930619
225	85	96471791
225	86	95689228
225	87	94639461
225	88	93443073
225	89	92097073
225	90	90701356
225	91	89259534
225	92	87790230
225	93	86240638
225	94	84756689
225	95	83211214
225	96	81680859
225	97	80253806
225	98	78837222
225	99	77414388
225	100	76024628
225	101	74573658
225	102	73096743
225	103	71590502
225	104	70029746
225	105	68354107
225	106	66648077
225	107	64807916
225	108	62919403
225	109	60942327
225	110	58958062
225	111	57028849
225	112	55149092
225	113	53299225
225	114	51487233
225	115	49744586
225	116	47996652
225	117	46176778
225	118	44357849
225	119	42412856
225	120	40254810
225	121	37897539
225	122	35324074
225	123	32645231
225	124	29889391
225	125	27200052
225	126	24681559
225	127	22371732
225	128	20294773
225	129	18421674
225	130	16792092
225	131	15359714
225	132	14075695
225	133	12945404
225	134	11975175
225	135	11113838
225	136	10330682
225	137	9633955
225	138	8986340
225	139	8382590
225	140	7815386
225	141	7282287
225	142	6778631
225	143	6276952
225	144	5807308
225	145	5358889
225	146	4917147
225	147	4513247
225	148	4133340
225	149	3754873
225	150	3404801
225	151	3092188
225	152	2802003
225	153	2550817
225	154	2317714
225	155	2111859
225	156	1927527
225	157	1765475
225	158	1629674
225	159	1511092
225	160	1387165
225	161	1283572
225	162	1198942
225	163	1108500
225	164	1026555
225	165	952073
225	166	885208
225	167	830458
225	168	780316
225	169	726941
225	170	679375
225	171	633019
225	172	596179
225	173	558812
225	174	525476
225	175	495422
225	176	469028
225	177	445875
225	178	424547
225	179	398779
225	180	368058
225	181	331867
225	182	297197
225	183	260010
225	184	222846
225	185	187080
225	186	157367
225	187	131925
225	188	111578
225	189	93409
225	190	77884
225	191	64421
225	192	52491
225	193	41586
225	194	33591
225	195	27153
225	196	21200
225	197	16764
225	198	13040
225	199	10428
225	200	7132
225	201	5362
225	202	4044
225	203	2960
225	204	1981
225	205	1906
225	206	1568
225	207	1173
225	208	1048
225	209	550
225	210	467
225	211	339
225	212	289
225	213	260
225	214	101
225	215	69
225	216	53
225	217	109
225	218	22
225	219	0
225	220	0
225	221	0
225	222	0
225	223	0
225	224	0
225	225	0
