length	num_GC	number_of_fragments
374	0	8925
374	1	10323
374	2	13236
374	3	16588
374	4	15189
374	5	17448
374	6	20507
374	7	21965
374	8	23101
374	9	24879
374	10	25187
374	11	28319
374	12	30798
374	13	31272
374	14	30831
374	15	31549
374	16	31030
374	17	31845
374	18	32638
374	19	32509
374	20	34692
374	21	33747
374	22	32893
374	23	33098
374	24	33389
374	25	33705
374	26	33679
374	27	34863
374	28	33620
374	29	34553
374	30	35278
374	31	36330
374	32	37038
374	33	37285
374	34	36685
374	35	37018
374	36	38095
374	37	40616
374	38	40140
374	39	40248
374	40	42393
374	41	42913
374	42	44288
374	43	43803
374	44	44706
374	45	45361
374	46	46233
374	47	47983
374	48	49804
374	49	52239
374	50	54604
374	51	55367
374	52	58747
374	53	59704
374	54	60859
374	55	61732
374	56	64589
374	57	67959
374	58	70929
374	59	75919
374	60	78246
374	61	83613
374	62	88288
374	63	92970
374	64	100189
374	65	107668
374	66	113991
374	67	123804
374	68	134800
374	69	149077
374	70	165477
374	71	186481
374	72	211732
374	73	245872
374	74	287067
374	75	335457
374	76	395802
374	77	473285
374	78	561571
374	79	670291
374	80	798753
374	81	956486
374	82	1141540
374	83	1369890
374	84	1626533
374	85	1933902
374	86	2290689
374	87	2698158
374	88	3171030
374	89	3694311
374	90	4306850
374	91	5000817
374	92	5761813
374	93	6595071
374	94	7537591
374	95	8531385
374	96	9609707
374	97	10794415
374	98	12044860
374	99	13379531
374	100	14778467
374	101	16238315
374	102	17799948
374	103	19413864
374	104	21047060
374	105	22708984
374	106	24370440
374	107	26097457
374	108	27789999
374	109	29503223
374	110	31307601
374	111	33057352
374	112	34784391
374	113	36505268
374	114	38192575
374	115	39856176
374	116	41535806
374	117	43148566
374	118	44707565
374	119	46252429
374	120	47731632
374	121	49159796
374	122	50584199
374	123	51930221
374	124	53193529
374	125	54460541
374	126	55651183
374	127	56734232
374	128	57775803
374	129	58727720
374	130	59568994
374	131	60389665
374	132	61071026
374	133	61709474
374	134	62214392
374	135	62648187
374	136	63085423
374	137	63431624
374	138	63693732
374	139	63868431
374	140	63958894
374	141	63934508
374	142	63806595
374	143	63595871
374	144	63296809
374	145	62952818
374	146	62566033
374	147	62094628
374	148	61533246
374	149	60944779
374	150	60271372
374	151	59539468
374	152	58820016
374	153	58060519
374	154	57380734
374	155	56754729
374	156	56167101
374	157	55648230
374	158	55162654
374	159	54650175
374	160	54141449
374	161	53665436
374	162	53137356
374	163	52623260
374	164	52053923
374	165	51517629
374	166	50962996
374	167	50375447
374	168	49768501
374	169	49187616
374	170	48558776
374	171	47910363
374	172	47241324
374	173	46538934
374	174	45805086
374	175	45040555
374	176	44225415
374	177	43359011
374	178	42415947
374	179	41459824
374	180	40484401
374	181	39460792
374	182	38385332
374	183	37303989
374	184	36157290
374	185	35000914
374	186	33819336
374	187	32593696
374	188	31370522
374	189	30177091
374	190	29010680
374	191	27827709
374	192	26630615
374	193	25479578
374	194	24356652
374	195	23224680
374	196	22140763
374	197	21096164
374	198	20073611
374	199	19093292
374	200	18127163
374	201	17215254
374	202	16321907
374	203	15500002
374	204	14697999
374	205	13934616
374	206	13226487
374	207	12566083
374	208	11955194
374	209	11355603
374	210	10803822
374	211	10256949
374	212	9770480
374	213	9310184
374	214	8884161
374	215	8485298
374	216	8108203
374	217	7758985
374	218	7418574
374	219	7122192
374	220	6833002
374	221	6566413
374	222	6313570
374	223	6075517
374	224	5840762
374	225	5623150
374	226	5392656
374	227	5195259
374	228	4993125
374	229	4785205
374	230	4603013
374	231	4422962
374	232	4242896
374	233	4075790
374	234	3905069
374	235	3733351
374	236	3568233
374	237	3411423
374	238	3251597
374	239	3098674
374	240	2940303
374	241	2790120
374	242	2646909
374	243	2506111
374	244	2369954
374	245	2240033
374	246	2113518
374	247	1995069
374	248	1875083
374	249	1763523
374	250	1657596
374	251	1562641
374	252	1474399
374	253	1387562
374	254	1306070
374	255	1229936
374	256	1160980
374	257	1096280
374	258	1034433
374	259	983960
374	260	941896
374	261	895939
374	262	858204
374	263	821061
374	264	783828
374	265	745621
374	266	715530
374	267	688527
374	268	660544
374	269	627131
374	270	603739
374	271	581820
374	272	556383
374	273	533562
374	274	515312
374	275	493686
374	276	471489
374	277	452873
374	278	435482
374	279	418449
374	280	401888
374	281	385710
374	282	370259
374	283	354713
374	284	341029
374	285	324192
374	286	311250
374	287	298381
374	288	284381
374	289	271923
374	290	258875
374	291	245062
374	292	235622
374	293	228740
374	294	218573
374	295	208191
374	296	197161
374	297	190737
374	298	183213
374	299	174723
374	300	161115
374	301	149081
374	302	137384
374	303	125450
374	304	112908
374	305	100819
374	306	88534
374	307	77075
374	308	66671
374	309	59764
374	310	53617
374	311	45920
374	312	40334
374	313	36319
374	314	31733
374	315	27898
374	316	24833
374	317	21142
374	318	18090
374	319	15505
374	320	12934
374	321	10466
374	322	9411
374	323	8297
374	324	6595
374	325	5233
374	326	4541
374	327	3561
374	328	2732
374	329	2154
374	330	1934
374	331	1752
374	332	1517
374	333	1165
374	334	979
374	335	641
374	336	562
374	337	414
374	338	315
374	339	305
374	340	275
374	341	189
374	342	132
374	343	171
374	344	156
374	345	166
374	346	114
374	347	172
374	348	162
374	349	200
374	350	103
374	351	181
374	352	40
374	353	29
374	354	38
374	355	23
374	356	29
374	357	2
374	358	1
374	359	5
374	360	0
374	361	0
374	362	0
374	363	0
374	364	0
374	365	0
374	366	0
374	367	0
374	368	0
374	369	0
374	370	0
374	371	0
374	372	0
374	373	0
374	374	0
