length	num_GC	number_of_fragments
208	0	7497
208	1	8077
208	2	9570
208	3	11342
208	4	11219
208	5	11981
208	6	14358
208	7	15879
208	8	17576
208	9	19131
208	10	19969
208	11	21663
208	12	22110
208	13	21846
208	14	22955
208	15	24491
208	16	26493
208	17	28124
208	18	29960
208	19	32191
208	20	35451
208	21	39100
208	22	42199
208	23	45644
208	24	50318
208	25	54164
208	26	58133
208	27	63919
208	28	72638
208	29	82772
208	30	95033
208	31	110302
208	32	129749
208	33	152481
208	34	186903
208	35	227576
208	36	286273
208	37	361968
208	38	464790
208	39	600397
208	40	770570
208	41	995012
208	42	1285723
208	43	1642832
208	44	2086648
208	45	2644160
208	46	3315602
208	47	4101960
208	48	5021894
208	49	6077289
208	50	7274045
208	51	8603507
208	52	10090166
208	53	11675001
208	54	13373084
208	55	15182130
208	56	17067898
208	57	19028066
208	58	21005246
208	59	22986227
208	60	24964181
208	61	26920629
208	62	28811338
208	63	30606470
208	64	32310686
208	65	33930896
208	66	35456881
208	67	36817587
208	68	38064813
208	69	39192591
208	70	40157389
208	71	40971969
208	72	41666324
208	73	42161993
208	74	42524398
208	75	42732291
208	76	42806370
208	77	42791271
208	78	42641482
208	79	42388016
208	80	42019726
208	81	41582682
208	82	41123572
208	83	40568356
208	84	39943814
208	85	39287125
208	86	38625227
208	87	37918576
208	88	37190728
208	89	36424302
208	90	35656931
208	91	34860804
208	92	34063454
208	93	33220846
208	94	32336664
208	95	31454332
208	96	30530701
208	97	29591960
208	98	28589071
208	99	27571039
208	100	26531629
208	101	25472274
208	102	24404638
208	103	23307894
208	104	22235404
208	105	21165086
208	106	20106408
208	107	19065763
208	108	18019649
208	109	16995344
208	110	16012744
208	111	15019918
208	112	14077347
208	113	13176803
208	114	12308132
208	115	11505763
208	116	10780985
208	117	10109473
208	118	9493740
208	119	8930165
208	120	8410525
208	121	7938255
208	122	7493686
208	123	7081656
208	124	6701790
208	125	6346001
208	126	5984617
208	127	5640886
208	128	5304934
208	129	4980194
208	130	4683266
208	131	4366769
208	132	4046506
208	133	3739070
208	134	3441804
208	135	3161594
208	136	2882023
208	137	2621317
208	138	2368193
208	139	2132855
208	140	1923672
208	141	1729416
208	142	1550323
208	143	1380640
208	144	1232467
208	145	1108859
208	146	1002151
208	147	909450
208	148	832020
208	149	766439
208	150	712563
208	151	659313
208	152	616866
208	153	579435
208	154	541469
208	155	514742
208	156	488188
208	157	461582
208	158	434865
208	159	410606
208	160	386833
208	161	361638
208	162	340392
208	163	323304
208	164	298388
208	165	274720
208	166	250086
208	167	226197
208	168	200681
208	169	180275
208	170	161535
208	171	140653
208	172	120189
208	173	101917
208	174	86556
208	175	74046
208	176	61531
208	177	49520
208	178	39961
208	179	31390
208	180	24909
208	181	19645
208	182	15741
208	183	12631
208	184	9081
208	185	6650
208	186	4882
208	187	3013
208	188	2153
208	189	1518
208	190	1455
208	191	1022
208	192	801
208	193	518
208	194	330
208	195	147
208	196	114
208	197	77
208	198	78
208	199	57
208	200	40
208	201	27
208	202	9
208	203	6
208	204	1
208	205	3
208	206	2
208	207	0
208	208	0
