length	num_GC	number_of_fragments
327	0	15473
327	1	15568
327	2	18768
327	3	23189
327	4	21423
327	5	27947
327	6	27456
327	7	30580
327	8	30668
327	9	33399
327	10	37246
327	11	38819
327	12	39117
327	13	38861
327	14	38102
327	15	38562
327	16	41861
327	17	43294
327	18	42019
327	19	42791
327	20	39902
327	21	41012
327	22	43131
327	23	43137
327	24	43050
327	25	43472
327	26	43848
327	27	45859
327	28	45218
327	29	46772
327	30	46743
327	31	46312
327	32	47945
327	33	48964
327	34	50125
327	35	52246
327	36	55039
327	37	55985
327	38	56031
327	39	56354
327	40	58601
327	41	61436
327	42	65066
327	43	65950
327	44	69362
327	45	69898
327	46	72521
327	47	75427
327	48	79742
327	49	84317
327	50	89312
327	51	94753
327	52	102309
327	53	108753
327	54	117375
327	55	128025
327	56	137373
327	57	150142
327	58	166089
327	59	185897
327	60	211640
327	61	241059
327	62	280287
327	63	328345
327	64	391482
327	65	469197
327	66	569763
327	67	688174
327	68	832472
327	69	1018149
327	70	1235298
327	71	1498094
327	72	1822671
327	73	2204222
327	74	2655153
327	75	3189289
327	76	3811295
327	77	4520621
327	78	5332360
327	79	6254140
327	80	7286797
327	81	8435749
327	82	9699685
327	83	11068778
327	84	12556697
327	85	14166440
327	86	15877794
327	87	17705093
327	88	19611191
327	89	21603859
327	90	23651502
327	91	25729168
327	92	27841832
327	93	30006177
327	94	32158579
327	95	34378108
327	96	36556601
327	97	38734340
327	98	40912563
327	99	43013434
327	100	45095318
327	101	47158869
327	102	49160207
327	103	51071362
327	104	52958094
327	105	54797056
327	106	56584724
327	107	58290781
327	108	59880423
327	109	61422860
327	110	62871986
327	111	64182930
327	112	65407351
327	113	66545445
327	114	67532020
327	115	68412264
327	116	69142417
327	117	69773000
327	118	70320473
327	119	70768154
327	120	71195419
327	121	71532512
327	122	71673097
327	123	71642313
327	124	71451694
327	125	71156204
327	126	70737087
327	127	70136939
327	128	69522512
327	129	68833898
327	130	68061098
327	131	67293623
327	132	66462715
327	133	65632345
327	134	64729307
327	135	63871437
327	136	63022181
327	137	62228303
327	138	61444329
327	139	60655051
327	140	59926709
327	141	59255353
327	142	58572057
327	143	57866809
327	144	57134795
327	145	56344834
327	146	55482302
327	147	54641076
327	148	53733012
327	149	52834459
327	150	51897901
327	151	50938780
327	152	49983152
327	153	49033127
327	154	48083897
327	155	47137260
327	156	46195696
327	157	45315399
327	158	44378489
327	159	43480647
327	160	42495170
327	161	41514723
327	162	40469179
327	163	39333656
327	164	38185431
327	165	36931622
327	166	35618627
327	167	34205264
327	168	32741642
327	169	31222613
327	170	29693478
327	171	28197721
327	172	26684412
327	173	25176612
327	174	23692319
327	175	22282204
327	176	20935551
327	177	19643536
327	178	18455510
327	179	17332646
327	180	16280834
327	181	15295512
327	182	14374126
327	183	13522399
327	184	12733238
327	185	11982240
327	186	11297697
327	187	10680869
327	188	10118037
327	189	9588202
327	190	9093523
327	191	8649924
327	192	8218923
327	193	7837122
327	194	7475706
327	195	7140628
327	196	6826101
327	197	6535066
327	198	6253814
327	199	5981671
327	200	5713584
327	201	5452694
327	202	5214896
327	203	4975937
327	204	4744942
327	205	4518223
327	206	4306278
327	207	4092307
327	208	3865945
327	209	3654070
327	210	3451488
327	211	3269451
327	212	3068497
327	213	2873027
327	214	2692286
327	215	2527365
327	216	2362651
327	217	2210727
327	218	2065272
327	219	1928785
327	220	1790285
327	221	1675615
327	222	1571039
327	223	1472931
327	224	1377161
327	225	1295327
327	226	1211873
327	227	1144250
327	228	1081366
327	229	1019584
327	230	964967
327	231	919412
327	232	874828
327	233	834396
327	234	799245
327	235	763505
327	236	723068
327	237	688166
327	238	658766
327	239	629767
327	240	597660
327	241	571144
327	242	547265
327	243	520617
327	244	492175
327	245	471521
327	246	449568
327	247	429908
327	248	409547
327	249	389010
327	250	369095
327	251	355148
327	252	337224
327	253	321104
327	254	303519
327	255	289999
327	256	277405
327	257	267954
327	258	259245
327	259	247806
327	260	235586
327	261	220539
327	262	204068
327	263	189112
327	264	174999
327	265	157479
327	266	139672
327	267	121473
327	268	106435
327	269	93277
327	270	83175
327	271	70138
327	272	60408
327	273	52440
327	274	46477
327	275	40753
327	276	34970
327	277	29930
327	278	25737
327	279	21525
327	280	17604
327	281	15631
327	282	11993
327	283	10431
327	284	8608
327	285	7011
327	286	5557
327	287	4877
327	288	3677
327	289	2580
327	290	2077
327	291	1959
327	292	1501
327	293	1564
327	294	989
327	295	661
327	296	537
327	297	556
327	298	448
327	299	313
327	300	348
327	301	358
327	302	147
327	303	103
327	304	239
327	305	253
327	306	269
327	307	129
327	308	62
327	309	41
327	310	40
327	311	35
327	312	4
327	313	17
327	314	8
327	315	11
327	316	15
327	317	0
327	318	0
327	319	0
327	320	0
327	321	0
327	322	0
327	323	0
327	324	0
327	325	0
327	326	0
327	327	0
